"X1","Kingdom","Phylum","Class","Order","Family","Genus","Species","spore","temp"
"ASV1","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,FALSE,NA
"ASV2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,FALSE,NA
"ASV3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA,NA,NA
"ASV5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,FALSE,NA
"ASV7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","BurkholderiaCaballeroniaParaburkholderia",NA,NA,NA
"ASV8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV9","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,FALSE,NA
"ASV10","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA,NA,NA
"ASV11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","oligotrophus",NA,28
"ASV12","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens",NA,37
"ASV13","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV14","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA,FALSE,NA
"ASV15","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,FALSE,37
"ASV16","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alishewanella",NA,NA,NA
"ASV17","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,FALSE,NA
"ASV18","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,TRUE,NA
"ASV19","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","CM0406",NA,NA
"ASV20","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",NA,NA,34
"ASV21","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus",NA,33.5
"ASV22","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiumsensustricto1",NA,NA,NA
"ASV23","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus",NA,37
"ASV24","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella",NA,NA,37
"ASV25","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,FALSE,NA
"ASV26","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella9","copri",NA,NA
"ASV27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,FALSE,NA
"ASV28","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA,FALSE,NA
"ASV29","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus2","bromii",NA,NA
"ASV30","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA,FALSE,NA
"ASV31","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Aquitalea",NA,FALSE,NA
"ASV32","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA,TRUE,NA
"ASV33","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","massiliensis",NA,NA
"ASV34","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","pollutisoli",FALSE,NA
"ASV35","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","mitsuokai",NA,37
"ASV36","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","saccharivorans",FALSE,37
"ASV37","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA,NA,NA
"ASV38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV39","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter",NA,NA,NA
"ASV40","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","longicatena",NA,37
"ASV41","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA,FALSE,NA
"ASV42","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,FALSE,NA
"ASV43","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,FALSE,NA
"ASV44","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV45","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,FALSE,NA
"ASV46","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum",NA,NA,37
"ASV47","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiumsensustricto1",NA,NA,NA
"ASV48","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,NA,NA
"ASV49","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","ErysipelotrichaceaeUCG003",NA,NA,NA
"ASV50","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","obeum",NA,37
"ASV51","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA,TRUE,NA
"ASV52","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella",NA,TRUE,NA
"ASV53","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Thauera",NA,FALSE,NA
"ASV54","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA,FALSE,NA
"ASV55","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria",NA,FALSE,NA
"ASV56","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,FALSE,NA
"ASV57","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV58","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",NA,NA
"ASV59","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA,FALSE,NA
"ASV60","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV61","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,FALSE,NA
"ASV62","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,FALSE,NA
"ASV63","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA,NA,NA
"ASV64","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter",NA,FALSE,NA
"ASV65","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",NA,FALSE,NA
"ASV66","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,FALSE,NA
"ASV67","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,FALSE,37
"ASV68","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA,FALSE,NA
"ASV69","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV70","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","hadrus",NA,37
"ASV71","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium",NA,FALSE,NA
"ASV72","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV73","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae",NA,37
"ASV74","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA,FALSE,NA
"ASV75","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum",NA,NA,37
"ASV76","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","stutzeri",NA,NA
"ASV77","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA,FALSE,NA
"ASV78","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella9",NA,NA,NA
"ASV79","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","funiformis",FALSE,37
"ASV80","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA,FALSE,NA
"ASV81","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","intestini",FALSE,37
"ASV82","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium",NA,FALSE,NA
"ASV83","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA,FALSE,NA
"ASV84","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,FALSE,NA
"ASV85","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,FALSE,NA
"ASV86","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella",NA,NA,37
"ASV87","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV88","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","bartlettii",NA,37
"ASV89","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA,FALSE,NA
"ASV90","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiumsensustricto1",NA,NA,NA
"ASV91","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV92","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila",NA,37
"ASV93","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","formicigenerans",NA,37
"ASV94","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV95","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA,FALSE,NA
"ASV96","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis",NA,37
"ASV97","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella","clevelandensis",FALSE,35.8
"ASV98","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ruminis",NA,37
"ASV99","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA,FALSE,NA
"ASV100","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","sanguinis",NA,37
"ASV101","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA
"ASV102","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas",NA,NA,NA
"ASV103","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter",NA,NA,NA
"ASV104","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera",NA,NA,NA
"ASV105","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","anaerobia",NA,NA
"ASV106","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV107","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA,NA
"ASV108","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","mortiferum",NA,NA
"ASV109","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","biformis",NA,NA
"ASV110","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA
"ASV111","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania",NA,NA,NA
"ASV112","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV113","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","intestinalis",NA,NA
"ASV114","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA,NA
"ASV115","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum",NA,NA
"ASV116","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA
"ASV117","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA,NA,NA
"ASV118","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","inulinivorans",NA,NA
"ASV119","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA,NA,NA
"ASV120","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania",NA,NA,NA
"ASV121","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA,NA,NA
"ASV122","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella","excrementihominis",NA,NA
"ASV123","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","terrae",NA,NA
"ASV124","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","invisus",NA,NA
"ASV125","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","soli",NA,NA
"ASV126","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA,NA,NA
"ASV127","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,NA,NA
"ASV128","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA,NA,NA
"ASV129","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",NA,NA,NA
"ASV130","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium",NA,NA,NA
"ASV131","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV132","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","faecis",NA,NA
"ASV133","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA,NA,NA
"ASV134","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA,NA,NA
"ASV135","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium",NA,NA,NA
"ASV136","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiumsensustricto1",NA,NA,NA
"ASV137","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris",NA,NA
"ASV138","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA,NA
"ASV139","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium1",NA,NA,NA
"ASV140","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","pseudoalcaligenes",NA,NA
"ASV141","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA,NA,NA
"ASV142","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",NA,NA,NA
"ASV143","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",NA,NA,NA
"ASV144","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA,NA
"ASV145","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","RuminococcaceaeUCG013",NA,NA,NA
"ASV146","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","AllorhizobiumNeorhizobiumPararhizobiumRhizobium",NA,NA,NA
"ASV147","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",NA,NA,NA
"ASV148","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium1",NA,NA,NA
"ASV149","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA,NA,NA
"ASV150","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA,NA,NA
"ASV151","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,NA,NA
"ASV152","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,NA,NA
"ASV153","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella","perlucida",NA,NA
"ASV154","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","RuminococcaceaeUCG002",NA,NA,NA
"ASV155","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV156","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,NA,NA
"ASV157","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",NA,NA,NA
"ASV158","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","LachnospiraceaeND3007group",NA,NA,NA
"ASV159","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA,NA,NA
"ASV160","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","caecimuris",NA,NA
"ASV161","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA,NA,NA
"ASV162","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter",NA,NA,NA
"ASV163","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","hadrus",NA,NA
"ASV164","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera",NA,NA,NA
"ASV165","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis",NA,NA
"ASV166","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV167","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus1","bicirculans",NA,NA
"ASV168","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella",NA,NA,NA
"ASV169","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella",NA,NA,NA
"ASV170","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA,NA,NA
"ASV171","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA,NA
"ASV172","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae",NA,NA,NA,NA
"ASV173","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA,NA,NA
"ASV174","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA,NA,NA
"ASV175","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","nucleatum",NA,NA
"ASV176","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","pigrum",NA,NA
"ASV177","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paraclostridium",NA,NA,NA
"ASV178","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,NA,NA
"ASV179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis",NA,NA
"ASV180","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus",NA,NA,NA
"ASV181","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA,NA
"ASV182","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA,NA
"ASV183","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas",NA,NA,NA
"ASV184","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA,NA,NA
"ASV185","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV186","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,NA,NA
"ASV187","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium",NA,NA,NA
"ASV188","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA,NA
"ASV189","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus3","comes",NA,NA
"ASV190","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV191","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","stercoris",NA,NA
"ASV192","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV193","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA,NA
"ASV194","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA,NA,NA
"ASV195","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA,NA,NA
"ASV196","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV197","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA,NA
"ASV198","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,NA,NA
"ASV199","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA,NA,NA
"ASV200","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus1","catus",NA,NA
"ASV201","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","RuminococcaceaeUCG001",NA,NA,NA
"ASV202","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","intestinihominis",NA,NA
"ASV203","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA,NA,NA
"ASV204","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium",NA,NA,NA
"ASV205","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA,NA,NA
"ASV206","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia","isoflavoniconvertens",NA,NA
"ASV207","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga",NA,NA,NA
"ASV208","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",NA,NA,NA
"ASV209","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA,NA,NA
"ASV210","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","graevenitzii",NA,NA
"ASV211","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV212","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia",NA,NA,NA
"ASV213","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","hominis",NA,NA
"ASV214","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA,NA,NA
"ASV215","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA,NA
"ASV216","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,NA,NA
"ASV217","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium",NA,NA,NA
"ASV218","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA,NA,NA
"ASV219","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia",NA,NA,NA
